full_text,text_clean,token,stop,stemmed,untokenize_clean,label
Sorak-sorai! Ratusan Mantan Kades Cirebon yakin Prabowo-Gibran pilihan tepat!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/FIphkd1nSt,soraksorai ratusan mantan kades cirebon yakin prabowogibran pilihan tepat purnakuwu dukungpragibs,"['soraksorai', 'ratusan', 'mantan', 'kades', 'cirebon', 'yakin', 'prabowogibran', 'pilihan', 'tepat', 'purnakuwu', 'dukungpragibs']","['soraksorai', 'ratusan', 'mantan', 'kades', 'cirebon', 'yakin', 'prabowogibran', 'pilihan', 'tepat', 'purnakuwu', 'dukungpragibs']","['soraksorai', 'ratus', 'mantan', 'kades', 'cirebon', 'yakin', 'prabowogibran', 'pilih', 'tepat', 'purnakuwu', 'dukungpragibs']",soraksorai ratus mantan kades cirebon yakin prabowogibran pilih tepat purnakuwu dukungpragibs,positif
Keputusan mantan Kades menunjukkan dukungan yang kuat terhadap Prabowo-Gibran.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/L8l0y3tZjy,keputusan mantan kades menunjukkan dukungan yang kuat terhadap prabowogibran purnakuwu dukungpragibs,"['keputusan', 'mantan', 'kades', 'menunjukkan', 'dukungan', 'yang', 'kuat', 'terhadap', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['keputusan', 'mantan', 'kades', 'menunjukkan', 'dukungan', 'kuat', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['putus', 'mantan', 'kades', 'tunjuk', 'dukung', 'kuat', 'prabowogibran', 'purnakuwu', 'dukungpragibs']",putus mantan kades tunjuk dukung kuat prabowogibran purnakuwu dukungpragibs,positif
Wah  Pak Mantan Kades kita memang pilihan yang tepat  dukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/TN7oyOeFlR,wah pak mantan kades kita memang pilihan yang tepat dukung prabowogibran purnakuwu dukungpragibs,"['wah', 'pak', 'mantan', 'kades', 'kita', 'memang', 'pilihan', 'yang', 'tepat', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['wah', 'pak', 'mantan', 'kades', 'memang', 'pilihan', 'tepat', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['wah', 'pak', 'mantan', 'kades', 'memang', 'pilih', 'tepat', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']",wah pak mantan kades memang pilih tepat dukung prabowogibran purnakuwu dukungpragibs,positif
KISP: Prabowo Masih Terlihat Emosional Walau Sudah Lakukan Persiapan Matang Debat Capres https://t.co/n9YRBiMxJF,kisp prabowo masih terlihat emosional walau sudah lakukan persiapan matang debat capres,"['kisp', 'prabowo', 'masih', 'terlihat', 'emosional', 'walau', 'sudah', 'lakukan', 'persiapan', 'matang', 'debat', 'capres']","['kisp', 'prabowo', 'terlihat', 'emosional', 'lakukan', 'persiapan', 'matang', 'debat', 'capres']","['kisp', 'prabowo', 'lihat', 'emosional', 'laku', 'siap', 'matang', 'debat', 'capres']",kisp prabowo lihat emosional laku siap matang debat capres,negatif
"@anasurbaningrum Setelah menonton lagi debat Capres semalam  dapat disimpulkan:  1. Anies : santun  pintar dan menguasai masalah.  2. Prabowo: emosional  literisasi rendah dan putus asa sehingga keluar kalimat jika tdk senang kami  jangan pilih"".  3. Ganjar: tenang dan literisasi bagus.""",setelah menonton lagi debat capres semalam dapat disimpulkan anies santun pintar dan menguasai masalah prabowo emosional literisasi rendah dan putus asa sehingga keluar kalimat jika tdk senang kami jangan pilih ganjar tenang dan literisasi bagus,"['setelah', 'menonton', 'lagi', 'debat', 'capres', 'semalam', 'dapat', 'disimpulkan', 'anies', 'santun', 'pintar', 'dan', 'menguasai', 'masalah', 'prabowo', 'emosional', 'literisasi', 'rendah', 'dan', 'putus', 'asa', 'sehingga', 'keluar', 'kalimat', 'jika', 'tdk', 'senang', 'kami', 'jangan', 'pilih', 'ganjar', 'tenang', 'dan', 'literisasi', 'bagus']","['menonton', 'debat', 'capres', 'semalam', 'disimpulkan', 'anies', 'santun', 'pintar', 'menguasai', 'masalah', 'prabowo', 'emosional', 'literisasi', 'rendah', 'putus', 'asa', 'keluar', 'kalimat', 'tdk', 'senang', 'jangan', 'pilih', 'ganjar', 'tenang', 'literisasi', 'bagus']","['tonton', 'debat', 'capres', 'malam', 'simpul', 'anies', 'santun', 'pintar', 'kuasa', 'masalah', 'prabowo', 'emosional', 'liter', 'rendah', 'putus', 'asa', 'keluar', 'kalimat', 'tdk', 'senang', 'jangan', 'pilih', 'ganjar', 'tenang', 'liter', 'bagus']",tonton debat capres malam simpul anies santun pintar kuasa masalah prabowo emosional liter rendah putus asa keluar kalimat tdk senang jangan pilih ganjar tenang liter bagus,negatif
Justru yg dicontohkan @prabowo soal Pilkada DK itu yg dimaksud @aniesbaswedan pentingnya oposisi.  Setelah Prabowo menyebrang jd bagian pemerintah pd 2019  hanya sisakan @PKSejahtera &amp; @PDemokrat sbg oposisi  demokrasi redup. Lihatlah UU Ciptaker &amp; UU Kesehatan.  Masa lupa mas?,justru yg dicontohkan soal pilkada dk itu yg dimaksud pentingnya oposisi setelah prabowo menyebrang jd bagian pemerintah pd hanya sisakan amp sbg oposisi demokrasi redup lihatlah uu ciptaker amp uu kesehatan masa lupa mas,"['justru', 'yg', 'dicontohkan', 'soal', 'pilkada', 'dk', 'itu', 'yg', 'dimaksud', 'pentingnya', 'oposisi', 'setelah', 'prabowo', 'menyebrang', 'jd', 'bagian', 'pemerintah', 'pd', 'hanya', 'sisakan', 'amp', 'sbg', 'oposisi', 'demokrasi', 'redup', 'lihatlah', 'uu', 'ciptaker', 'amp', 'uu', 'kesehatan', 'masa', 'lupa', 'mas']","['justru', 'yg', 'dicontohkan', 'soal', 'pilkada', 'dk', 'yg', 'dimaksud', 'pentingnya', 'oposisi', 'prabowo', 'menyebrang', 'jd', 'bagian', 'pemerintah', 'pd', 'sisakan', 'amp', 'sbg', 'oposisi', 'demokrasi', 'redup', 'lihatlah', 'uu', 'ciptaker', 'amp', 'uu', 'kesehatan', 'masa', 'lupa', 'mas']","['justru', 'yg', 'contoh', 'soal', 'pilkada', 'dk', 'yg', 'maksud', 'penting', 'oposisi', 'prabowo', 'menyebrang', 'jd', 'bagi', 'perintah', 'pd', 'sisa', 'amp', 'sbg', 'oposisi', 'demokrasi', 'redup', 'lihat', 'uu', 'ciptaker', 'amp', 'uu', 'sehat', 'masa', 'lupa', 'mas']",justru yg contoh soal pilkada dk yg maksud penting oposisi prabowo menyebrang jd bagi perintah pd sisa amp sbg oposisi demokrasi redup lihat uu ciptaker amp uu sehat masa lupa mas,positif
Warna Warni❗ Keluarga Presiden  Tiara Andini Raffi Ahmad Yati Riani Tokopedia Wiranto Raisa Ganjar Anies Prabowo https://t.co/l4hiSalAnm,warna warni keluarga presiden tiara andini raffi ahmad yati riani tokopedia wiranto raisa ganjar anies prabowo,"['warna', 'warni', 'keluarga', 'presiden', 'tiara', 'andini', 'raffi', 'ahmad', 'yati', 'riani', 'tokopedia', 'wiranto', 'raisa', 'ganjar', 'anies', 'prabowo']","['warna', 'warni', 'keluarga', 'presiden', 'tiara', 'andini', 'raffi', 'ahmad', 'yati', 'riani', 'tokopedia', 'wiranto', 'raisa', 'ganjar', 'anies', 'prabowo']","['warna', 'warni', 'keluarga', 'presiden', 'tiara', 'andini', 'raffi', 'ahmad', 'yati', 'rian', 'tokopedia', 'wiranto', 'raisa', 'ganjar', 'anies', 'prabowo']",warna warni keluarga presiden tiara andini raffi ahmad yati rian tokopedia wiranto raisa ganjar anies prabowo,positif
Cuma modal tampang muda doang nih kayaknya @randista Rekam Jejak Prabowo https://t.co/STNqBh0lpl,cuma modal tampang muda doang nih kayaknya rekam jejak prabowo,"['cuma', 'modal', 'tampang', 'muda', 'doang', 'nih', 'kayaknya', 'rekam', 'jejak', 'prabowo']","['cuma', 'modal', 'tampang', 'muda', 'doang', 'nih', 'kayaknya', 'rekam', 'jejak', 'prabowo']","['cuma', 'modal', 'tampang', 'muda', 'doang', 'nih', 'kayak', 'rekam', 'jejak', 'prabowo']",cuma modal tampang muda doang nih kayak rekam jejak prabowo,negatif
@tempodotco Prabowo sendiri bilang d debat forum akademik tdk bisa berbisnis slm oposisi,prabowo sendiri bilang debat forum akademik tdk bisa berbisnis slm oposisi,"['prabowo', 'sendiri', 'bilang', 'debat', 'forum', 'akademik', 'tdk', 'bisa', 'berbisnis', 'slm', 'oposisi']","['prabowo', 'sendiri', 'bilang', 'debat', 'forum', 'akademik', 'tdk', 'berbisnis', 'slm', 'oposisi']","['prabowo', 'sendiri', 'bilang', 'debat', 'forum', 'akademik', 'tdk', 'bisnis', 'slm', 'oposisi']",prabowo sendiri bilang debat forum akademik tdk bisnis slm oposisi,positif
@Anak__Ogi @prabowo Ini mukanya brp? Sappo tahu https://t.co/zddTuKHDFP,ini mukanya brp sappo tahu,"['ini', 'mukanya', 'brp', 'sappo', 'tahu']","['mukanya', 'brp', 'sappo', 'tahu']","['muka', 'brp', 'sappo', 'tahu']",muka brp sappo tahu,negatif
@DavinaSastro Waktu dia sekarat krn di gebukin PDIP yg pertama menyerukan agar pelaku segera di tangkap  eh skrg krn menjadi pendukung prabowo nyerang PDIP dan Bu Mega tanpa henti. Akhirnya karma menemukan jalannya utk org ini 😅😅 https://t.co/SsSudYop8I,waktu dia sekarat krn di gebukin pdip yg pertama menyerukan agar pelaku segera di tangkap eh skrg krn menjadi pendukung prabowo nyerang pdip dan bu mega tanpa henti akhirnya karma menemukan jalannya utk org ini,"['waktu', 'dia', 'sekarat', 'krn', 'di', 'gebukin', 'pdip', 'yg', 'pertama', 'menyerukan', 'agar', 'pelaku', 'segera', 'di', 'tangkap', 'eh', 'skrg', 'krn', 'menjadi', 'pendukung', 'prabowo', 'nyerang', 'pdip', 'dan', 'bu', 'mega', 'tanpa', 'henti', 'akhirnya', 'karma', 'menemukan', 'jalannya', 'utk', 'org', 'ini']","['waktu', 'sekarat', 'krn', 'gebukin', 'pdip', 'yg', 'pertama', 'menyerukan', 'pelaku', 'segera', 'tangkap', 'eh', 'skrg', 'krn', 'menjadi', 'pendukung', 'prabowo', 'nyerang', 'pdip', 'bu', 'mega', 'henti', 'akhirnya', 'karma', 'menemukan', 'jalannya', 'utk', 'org']","['waktu', 'sekarat', 'krn', 'gebukin', 'pdip', 'yg', 'pertama', 'seru', 'laku', 'segera', 'tangkap', 'eh', 'skrg', 'krn', 'jadi', 'dukung', 'prabowo', 'nyerang', 'pdip', 'bu', 'mega', 'henti', 'akhir', 'karma', 'temu', 'jalan', 'utk', 'org']",waktu sekarat krn gebukin pdip yg pertama seru laku segera tangkap eh skrg krn jadi dukung prabowo nyerang pdip bu mega henti akhir karma temu jalan utk org,negatif
ampun pak prabowo kasian pak anis🙏🏻🙏🏻🤣🤣🤣,ampun pak prabowo kasian pak anis,"['ampun', 'pak', 'prabowo', 'kasian', 'pak', 'anis']","['ampun', 'pak', 'prabowo', 'kasian', 'pak', 'anis']","['ampun', 'pak', 'prabowo', 'kasi', 'pak', 'anis']",ampun pak prabowo kasi pak anis,positif
@memelord_666666 Kerja keras banget lu min buat cebokin Prabowo🤣,kerja keras banget lu min buat cebokin prabowo,"['kerja', 'keras', 'banget', 'lu', 'min', 'buat', 'cebokin', 'prabowo']","['kerja', 'keras', 'banget', 'lu', 'min', 'buat', 'cebokin', 'prabowo']","['kerja', 'keras', 'banget', 'lu', 'min', 'buat', 'cebokin', 'prabowo']",kerja keras banget lu min buat cebokin prabowo,negatif
Gak ngerti kenapa Prabowo gak bisa kontrol ego  jadi susah dijalani. @zaenal4017  Gemoy Penculik https://t.co/m4DVwLEMhl,gak ngerti kenapa prabowo gak bisa kontrol ego jadi susah dijalani gemoy penculik,"['gak', 'ngerti', 'kenapa', 'prabowo', 'gak', 'bisa', 'kontrol', 'ego', 'jadi', 'susah', 'dijalani', 'gemoy', 'penculik']","['gak', 'ngerti', 'prabowo', 'gak', 'kontrol', 'ego', 'jadi', 'susah', 'dijalani', 'gemoy', 'penculik']","['gak', 'ngerti', 'prabowo', 'gak', 'kontrol', 'ego', 'jadi', 'susah', 'jalan', 'gemoy', 'culik']",gak ngerti prabowo gak kontrol ego jadi susah jalan gemoy culik,negatif
Buru-buru urungkan proyek bangsa  apa pedulian AMIN pada rakyat Lantas dukungan Prabowo-Gibran jadi oase di tengah gersangnya harapan https://t.co/vUyXTijbBA,buruburu urungkan proyek bangsa apa pedulian amin pada rakyat lantas dukungan prabowogibran jadi oase di tengah gersangnya harapan,"['buruburu', 'urungkan', 'proyek', 'bangsa', 'apa', 'pedulian', 'amin', 'pada', 'rakyat', 'lantas', 'dukungan', 'prabowogibran', 'jadi', 'oase', 'di', 'tengah', 'gersangnya', 'harapan']","['buruburu', 'urungkan', 'proyek', 'bangsa', 'apa', 'pedulian', 'amin', 'rakyat', 'lantas', 'dukungan', 'prabowogibran', 'jadi', 'oase', 'tengah', 'gersangnya', 'harapan']","['buruburu', 'urung', 'proyek', 'bangsa', 'apa', 'peduli', 'amin', 'rakyat', 'lantas', 'dukung', 'prabowogibran', 'jadi', 'oase', 'tengah', 'gersang', 'harap']",buruburu urung proyek bangsa apa peduli amin rakyat lantas dukung prabowogibran jadi oase tengah gersang harap,positif
@kurawa No 2 ndak ada waktu buat ngulik video paslon lain  Tim paslon lain rela ngulik2 video Prabowo dan Gibran bahkan yang berdurasi jam-jaman buat dicari yang kepleset apa gesture2 buat bahan... memang kreatifnya sampai disitu. harap maklum wkwk,no ndak ada waktu buat ngulik video paslon lain tim paslon lain rela ngulik video prabowo dan gibran bahkan yang berdurasi jamjaman buat dicari yang kepleset apa gesture buat bahan memang kreatifnya sampai disitu harap maklum wkwk,"['no', 'ndak', 'ada', 'waktu', 'buat', 'ngulik', 'video', 'paslon', 'lain', 'tim', 'paslon', 'lain', 'rela', 'ngulik', 'video', 'prabowo', 'dan', 'gibran', 'bahkan', 'yang', 'berdurasi', 'jamjaman', 'buat', 'dicari', 'yang', 'kepleset', 'apa', 'gesture', 'buat', 'bahan', 'memang', 'kreatifnya', 'sampai', 'disitu', 'harap', 'maklum', 'wkwk']","['no', 'ndak', 'waktu', 'buat', 'ngulik', 'video', 'paslon', 'tim', 'paslon', 'rela', 'ngulik', 'video', 'prabowo', 'gibran', 'bahkan', 'berdurasi', 'jamjaman', 'buat', 'dicari', 'kepleset', 'apa', 'gesture', 'buat', 'bahan', 'memang', 'kreatifnya', 'disitu', 'harap', 'maklum', 'wkwk']","['no', 'ndak', 'waktu', 'buat', 'ngulik', 'video', 'paslon', 'tim', 'paslon', 'rela', 'ngulik', 'video', 'prabowo', 'gibran', 'bahkan', 'durasi', 'jamjaman', 'buat', 'cari', 'kepleset', 'apa', 'gesture', 'buat', 'bahan', 'memang', 'kreatif', 'situ', 'harap', 'maklum', 'wkwk']",no ndak waktu buat ngulik video paslon tim paslon rela ngulik video prabowo gibran bahkan durasi jamjaman buat cari kepleset apa gesture buat bahan memang kreatif situ harap maklum wkwk,positif
Suara bulat ratusan mantan kades  menjadi simbol persatuan dalam mendukung Prabowo-Gibran sebagai agen perubahan di Pilpres 2024 https://t.co/Z2tcIi8e2U,suara bulat ratusan mantan kades menjadi simbol persatuan dalam mendukung prabowogibran sebagai agen perubahan di pilpres,"['suara', 'bulat', 'ratusan', 'mantan', 'kades', 'menjadi', 'simbol', 'persatuan', 'dalam', 'mendukung', 'prabowogibran', 'sebagai', 'agen', 'perubahan', 'di', 'pilpres']","['suara', 'bulat', 'ratusan', 'mantan', 'kades', 'menjadi', 'simbol', 'persatuan', 'mendukung', 'prabowogibran', 'agen', 'perubahan', 'pilpres']","['suara', 'bulat', 'ratus', 'mantan', 'kades', 'jadi', 'simbol', 'satu', 'dukung', 'prabowogibran', 'agen', 'ubah', 'pilpres']",suara bulat ratus mantan kades jadi simbol satu dukung prabowogibran agen ubah pilpres,positif
Debat sempat menghangat. Dan prediksi saya nggak meleset.  Prabowo dihajar oleh 2 capres lain.  Kata Anies: Prabowo tak tahan jadi oposisi.  Lalu tiki-taka antara Anies dan Ganjar sama-sama menyerang soal hasil MK.  Awokwok....  #DebatCapres2023,debat sempat menghangat dan prediksi saya nggak meleset prabowo dihajar oleh capres lain kata anies prabowo tak tahan jadi oposisi lalu tikitaka antara anies dan ganjar samasama menyerang soal hasil mk awokwok,"['debat', 'sempat', 'menghangat', 'dan', 'prediksi', 'saya', 'nggak', 'meleset', 'prabowo', 'dihajar', 'oleh', 'capres', 'lain', 'kata', 'anies', 'prabowo', 'tak', 'tahan', 'jadi', 'oposisi', 'lalu', 'tikitaka', 'antara', 'anies', 'dan', 'ganjar', 'samasama', 'menyerang', 'soal', 'hasil', 'mk', 'awokwok']","['debat', 'sempat', 'menghangat', 'prediksi', 'meleset', 'prabowo', 'dihajar', 'capres', 'kata', 'anies', 'prabowo', 'tak', 'tahan', 'jadi', 'oposisi', 'lalu', 'tikitaka', 'anies', 'ganjar', 'samasama', 'menyerang', 'soal', 'hasil', 'mk', 'awokwok']","['debat', 'sempat', 'hangat', 'prediksi', 'meleset', 'prabowo', 'hajar', 'capres', 'kata', 'anies', 'prabowo', 'tak', 'tahan', 'jadi', 'oposisi', 'lalu', 'tikitaka', 'anies', 'ganjar', 'samasama', 'serang', 'soal', 'hasil', 'mk', 'awokwok']",debat sempat hangat prediksi meleset prabowo hajar capres kata anies prabowo tak tahan jadi oposisi lalu tikitaka anies ganjar samasama serang soal hasil mk awokwok,negatif
@seterahdeh Prabowo act of service Anis words of affirmation Ganjar act of kaisar bapak ramah sekali,prabowo act of service anis words of affirmation ganjar act of kaisar bapak ramah sekali,"['prabowo', 'act', 'of', 'service', 'anis', 'words', 'of', 'affirmation', 'ganjar', 'act', 'of', 'kaisar', 'bapak', 'ramah', 'sekali']","['prabowo', 'act', 'of', 'service', 'anis', 'words', 'of', 'affirmation', 'ganjar', 'act', 'of', 'kaisar', 'bapak', 'ramah', 'sekali']","['prabowo', 'act', 'of', 'service', 'anis', 'words', 'of', 'affirmation', 'ganjar', 'act', 'of', 'kaisar', 'bapak', 'ramah', 'sekali']",prabowo act of service anis words of affirmation ganjar act of kaisar bapak ramah sekali,positif
Ditanya Prabowo Soal Pengangguran  Ganjar Bahas Investasi dan Sekolah Vokasi https://t.co/Xz9PNADDtA,ditanya prabowo soal pengangguran ganjar bahas investasi dan sekolah vokasi,"['ditanya', 'prabowo', 'soal', 'pengangguran', 'ganjar', 'bahas', 'investasi', 'dan', 'sekolah', 'vokasi']","['ditanya', 'prabowo', 'soal', 'pengangguran', 'ganjar', 'bahas', 'investasi', 'sekolah', 'vokasi']","['tanya', 'prabowo', 'soal', 'anggur', 'ganjar', 'bahas', 'investasi', 'sekolah', 'vokasi']",tanya prabowo soal anggur ganjar bahas investasi sekolah vokasi,positif
Prabowo Sebut Petani Sulit Dapat Pupuk  Ganjar Ingatkan Kelangkaan dan Siapa Ketua HKTI https://t.co/m3WIljEbqi,prabowo sebut petani sulit dapat pupuk ganjar ingatkan kelangkaan dan siapa ketua hkti,"['prabowo', 'sebut', 'petani', 'sulit', 'dapat', 'pupuk', 'ganjar', 'ingatkan', 'kelangkaan', 'dan', 'siapa', 'ketua', 'hkti']","['prabowo', 'sebut', 'petani', 'sulit', 'pupuk', 'ganjar', 'ingatkan', 'kelangkaan', 'siapa', 'ketua', 'hkti']","['prabowo', 'sebut', 'tani', 'sulit', 'pupuk', 'ganjar', 'ingat', 'langka', 'siapa', 'ketua', 'hkti']",prabowo sebut tani sulit pupuk ganjar ingat langka siapa ketua hkti,positif
@fadjroeL @ganjarpranowo @aniesbaswedan Nomor 2 koq yg di Kampanyekan Pak.Jokowi yg maju jadi Presiden itu Jokowi apa Pak.Prabowo   gagasan Pak.Prabowo sendiri apa ya,nomor koq yg di kampanyekan pakjokowi yg maju jadi presiden itu jokowi apa pakprabowo gagasan pakprabowo sendiri apa ya,"['nomor', 'koq', 'yg', 'di', 'kampanyekan', 'pakjokowi', 'yg', 'maju', 'jadi', 'presiden', 'itu', 'jokowi', 'apa', 'pakprabowo', 'gagasan', 'pakprabowo', 'sendiri', 'apa', 'ya']","['nomor', 'koq', 'yg', 'kampanyekan', 'pakjokowi', 'yg', 'maju', 'jadi', 'presiden', 'jokowi', 'apa', 'pakprabowo', 'gagasan', 'pakprabowo', 'sendiri', 'apa']","['nomor', 'koq', 'yg', 'kampanye', 'pakjokowi', 'yg', 'maju', 'jadi', 'presiden', 'jokowi', 'apa', 'pakprabowo', 'gagas', 'pakprabowo', 'sendiri', 'apa']",nomor koq yg kampanye pakjokowi yg maju jadi presiden jokowi apa pakprabowo gagas pakprabowo sendiri apa,negatif
Gila prabowo vs anies seru banget bahas masalah kebebasan demokrasi 🤣,gila prabowo vs anies seru banget bahas masalah kebebasan demokrasi,"['gila', 'prabowo', 'vs', 'anies', 'seru', 'banget', 'bahas', 'masalah', 'kebebasan', 'demokrasi']","['gila', 'prabowo', 'vs', 'anies', 'seru', 'banget', 'bahas', 'masalah', 'kebebasan', 'demokrasi']","['gila', 'prabowo', 'vs', 'anies', 'seru', 'banget', 'bahas', 'masalah', 'bebas', 'demokrasi']",gila prabowo vs anies seru banget bahas masalah bebas demokrasi,positif
pertanyaan yg sangat cocok ditanyakan kepada pak prabowo,pertanyaan yg sangat cocok ditanyakan kepada pak prabowo,"['pertanyaan', 'yg', 'sangat', 'cocok', 'ditanyakan', 'kepada', 'pak', 'prabowo']","['pertanyaan', 'yg', 'sangat', 'cocok', 'ditanyakan', 'pak', 'prabowo']","['tanya', 'yg', 'sangat', 'cocok', 'tanya', 'pak', 'prabowo']",tanya yg sangat cocok tanya pak prabowo,positif
"Teruslah berbagi kebaikan 🥰 https://t.co/RsCoFKfMgw #DebatCapres Prabowo"" ""Anies""""",teruslah berbagi kebaikan prabowo anies,"['teruslah', 'berbagi', 'kebaikan', 'prabowo', 'anies']","['teruslah', 'berbagi', 'kebaikan', 'prabowo', 'anies']","['terus', 'bagi', 'baik', 'prabowo', 'anies']",terus bagi baik prabowo anies,positif
"Savageeee ! blunder  personal  epic come back jadi satu semua disini 😄  sorry yeee""  #DebatPilpres2024  @aniesbaswedan  @prabowo https://t.co/Tq2bXhg8V7""",savageeee blunder personal epic come back jadi satu semua disini sorry yeee,"['savageeee', 'blunder', 'personal', 'epic', 'come', 'back', 'jadi', 'satu', 'semua', 'disini', 'sorry', 'yeee']","['savageeee', 'blunder', 'personal', 'epic', 'come', 'back', 'jadi', 'satu', 'semua', 'disini', 'sorry', 'yeee']","['savageeee', 'blunder', 'personal', 'epic', 'come', 'back', 'jadi', 'satu', 'semua', 'sini', 'sorry', 'yeee']",savageeee blunder personal epic come back jadi satu semua sini sorry yeee,negatif
@ajengcute16__ Kenyataannya  Prabowo jelas kelihatan emosi dan tidak mampu menguasai diri.. berkali-kali jawabannya blunder dan hanya menyerang pribadi calon lain. Nampak sekali Prabowo bukan bersikap sebagai dirinya sendiri  tapi memikul beban dari Tuannya yaitu bapaknya Gibroy.. https://t.co/9e823XNXY3,kenyataannya prabowo jelas kelihatan emosi dan tidak mampu menguasai diri berkalikali jawabannya blunder dan hanya menyerang pribadi calon lain nampak sekali prabowo bukan bersikap sebagai dirinya sendiri tapi memikul beban dari tuannya yaitu bapaknya gibroy,"['kenyataannya', 'prabowo', 'jelas', 'kelihatan', 'emosi', 'dan', 'tidak', 'mampu', 'menguasai', 'diri', 'berkalikali', 'jawabannya', 'blunder', 'dan', 'hanya', 'menyerang', 'pribadi', 'calon', 'lain', 'nampak', 'sekali', 'prabowo', 'bukan', 'bersikap', 'sebagai', 'dirinya', 'sendiri', 'tapi', 'memikul', 'beban', 'dari', 'tuannya', 'yaitu', 'bapaknya', 'gibroy']","['kenyataannya', 'prabowo', 'jelas', 'kelihatan', 'emosi', 'mampu', 'menguasai', 'diri', 'berkalikali', 'jawabannya', 'blunder', 'menyerang', 'pribadi', 'calon', 'nampak', 'sekali', 'prabowo', 'bukan', 'bersikap', 'dirinya', 'sendiri', 'memikul', 'beban', 'tuannya', 'bapaknya', 'gibroy']","['nyata', 'prabowo', 'jelas', 'lihat', 'emosi', 'mampu', 'kuasa', 'diri', 'berkalikali', 'jawab', 'blunder', 'serang', 'pribadi', 'calon', 'nampak', 'sekali', 'prabowo', 'bukan', 'sikap', 'diri', 'sendiri', 'pikul', 'beban', 'tuan', 'bapak', 'gibroy']",nyata prabowo jelas lihat emosi mampu kuasa diri berkalikali jawab blunder serang pribadi calon nampak sekali prabowo bukan sikap diri sendiri pikul beban tuan bapak gibroy,negatif
